productId,name,description,manufactoring_date,expiry_date
43715,Omicron Gear 43715,Heavy-duty gear,2622-06-14,2624-06-14
43716,Pi Component 43716,Component for electronics,2622-06-19,2624-06-19
43717,Rho Module 43717,Module for automation,2622-06-24,2624-06-24
43718,Sigma Part 43718,Precision part,2622-06-29,2624-06-29
43719,Tau Accessory 43719,Accessory for gadgets,2622-07-04,2624-07-04
43720,Upsilon Unit 43720,Unit for assembly lines,2622-07-09,2624-07-09
43721,Alpha Widget 43721,High quality widget,2622-07-14,2624-07-14
43722,Beta Gadget 43722,Advanced gadget for daily use,2622-07-19,2624-07-19
43723,Gamma Tool 43723,Durable tool for professionals,2622-07-24,2624-07-24
43724,Delta Device 43724,Compact and efficient device,2622-07-29,2624-07-29
43725,Epsilon Gear 43725,Precision engineered gear,2622-08-03,2624-08-03
43726,Zeta Component 43726,Essential component for machines,2622-08-08,2624-08-08
43727,Eta Module 43727,Modular design for flexibility,2622-08-13,2624-08-13
43728,Theta Part 43728,High performance part,2622-08-18,2624-08-18
43729,Iota Accessory 43729,Accessory for multiple uses,2622-08-23,2624-08-23
43730,Kappa Unit 43730,Unit for industrial applications,2622-08-28,2624-08-28
43731,Lambda Widget 43731,Next-gen widget,2622-09-02,2624-09-02
43732,Mu Gadget 43732,Smart gadget for home,2622-09-07,2624-09-07
43733,Nu Tool 43733,Ergonomic tool,2622-09-12,2624-09-12
43734,Xi Device 43734,Energy efficient device,2622-09-17,2624-09-17
43735,Omicron Gear 43735,Heavy-duty gear,2622-09-22,2624-09-22
43736,Pi Component 43736,Component for electronics,2622-09-27,2624-09-27
43737,Rho Module 43737,Module for automation,2622-10-02,2624-10-02
43738,Sigma Part 43738,Precision part,2622-10-07,2624-10-07
43739,Tau Accessory 43739,Accessory for gadgets,2622-10-12,2624-10-12
43740,Upsilon Unit 43740,Unit for assembly lines,2622-10-17,2624-10-17
43741,Alpha Widget 43741,High quality widget,2622-10-22,2624-10-22
43742,Beta Gadget 43742,Advanced gadget for daily use,2622-10-27,2624-10-27
43743,Gamma Tool 43743,Durable tool for professionals,2622-11-01,2624-11-01
43744,Delta Device 43744,Compact and efficient device,2622-11-06,2624-11-06
43745,Epsilon Gear 43745,Precision engineered gear,2622-11-11,2624-11-11
43746,Zeta Component 43746,Essential component for machines,2622-11-16,2624-11-16
43747,Eta Module 43747,Modular design for flexibility,2622-11-21,2624-11-21
43748,Theta Part 43748,High performance part,2622-11-26,2624-11-26
43749,Iota Accessory 43749,Accessory for multiple uses,2622-12-01,2624-12-01
43750,Kappa Unit 43750,Unit for industrial applications,2622-12-06,2624-12-06
43751,Lambda Widget 43751,Next-gen widget,2622-12-11,2624-12-11
43752,Mu Gadget 43752,Smart gadget for home,2622-12-16,2624-12-16
43753,Nu Tool 43753,Ergonomic tool,2622-12-21,2624-12-21
43754,Xi Device 43754,Energy efficient device,2622-12-26,2624-12-26
43755,Omicron Gear 43755,Heavy-duty gear,2622-12-31,2624-12-31
43756,Pi Component 43756,Component for electronics,2623-01-05,2625-01-05
43757,Rho Module 43757,Module for automation,2623-01-10,2625-01-10
43758,Sigma Part 43758,Precision part,2623-01-15,2625-01-15
43759,Tau Accessory 43759,Accessory for gadgets,2623-01-20,2625-01-20
43760,Upsilon Unit 43760,Unit for assembly lines,2623-01-25,2625-01-25
43761,Alpha Widget 43761,High quality widget,2623-01-30,2625-01-30
43762,Beta Gadget 43762,Advanced gadget for daily use,2623-02-04,2625-02-04
43763,Gamma Tool 43763,Durable tool for professionals,2623-02-09,2625-02-09
43764,Delta Device 43764,Compact and efficient device,2623-02-14,2625-02-14
43765,Epsilon Gear 43765,Precision engineered gear,2623-02-19,2625-02-19
43766,Zeta Component 43766,Essential component for machines,2623-02-24,2625-02-24
43767,Eta Module 43767,Modular design for flexibility,2623-03-01,2625-03-01
43768,Theta Part 43768,High performance part,2623-03-06,2625-03-06
43769,Iota Accessory 43769,Accessory for multiple uses,2623-03-11,2625-03-11
43770,Kappa Unit 43770,Unit for industrial applications,2623-03-16,2625-03-16
43771,Lambda Widget 43771,Next-gen widget,2623-03-21,2625-03-21
43772,Mu Gadget 43772,Smart gadget for home,2623-03-26,2625-03-26
43773,Nu Tool 43773,Ergonomic tool,2623-03-31,2625-03-31
43774,Xi Device 43774,Energy efficient device,2623-04-05,2625-04-05
43775,Omicron Gear 43775,Heavy-duty gear,2623-04-10,2625-04-10
43776,Pi Component 43776,Component for electronics,2623-04-15,2625-04-15
43777,Rho Module 43777,Module for automation,2623-04-20,2625-04-20
43778,Sigma Part 43778,Precision part,2623-04-25,2625-04-25
43779,Tau Accessory 43779,Accessory for gadgets,2623-04-30,2625-04-30
43780,Upsilon Unit 43780,Unit for assembly lines,2623-05-05,2625-05-05
43781,Alpha Widget 43781,High quality widget,2623-05-10,2625-05-10
43782,Beta Gadget 43782,Advanced gadget for daily use,2623-05-15,2625-05-15
43783,Gamma Tool 43783,Durable tool for professionals,2623-05-20,2625-05-20
43784,Delta Device 43784,Compact and efficient device,2623-05-25,2625-05-25
43785,Epsilon Gear 43785,Precision engineered gear,2623-05-30,2625-05-30
43786,Zeta Component 43786,Essential component for machines,2623-06-04,2625-06-04
43787,Eta Module 43787,Modular design for flexibility,2623-06-09,2625-06-09
43788,Theta Part 43788,High performance part,2623-06-14,2625-06-14
43789,Iota Accessory 43789,Accessory for multiple uses,2623-06-19,2625-06-19
43790,Kappa Unit 43790,Unit for industrial applications,2623-06-24,2625-06-24
43791,Lambda Widget 43791,Next-gen widget,2623-06-29,2625-06-29
43792,Mu Gadget 43792,Smart gadget for home,2623-07-04,2625-07-04
43793,Nu Tool 43793,Ergonomic tool,2623-07-09,2625-07-09
43794,Xi Device 43794,Energy efficient device,2623-07-14,2625-07-14
43795,Omicron Gear 43795,Heavy-duty gear,2623-07-19,2625-07-19
43796,Pi Component 43796,Component for electronics,2623-07-24,2625-07-24
43797,Rho Module 43797,Module for automation,2623-07-29,2625-07-29
43798,Sigma Part 43798,Precision part,2623-08-03,2625-08-03
43799,Tau Accessory 43799,Accessory for gadgets,2623-08-08,2625-08-08
43800,Upsilon Unit 43800,Unit for assembly lines,2623-08-13,2625-08-13
43801,Alpha Widget 43801,High quality widget,2623-08-18,2625-08-18
43802,Beta Gadget 43802,Advanced gadget for daily use,2623-08-23,2625-08-23
43803,Gamma Tool 43803,Durable tool for professionals,2623-08-28,2625-08-28
43804,Delta Device 43804,Compact and efficient device,2623-09-02,2625-09-02
43805,Epsilon Gear 43805,Precision engineered gear,2623-09-07,2625-09-07
43806,Zeta Component 43806,Essential component for machines,2623-09-12,2625-09-12
43807,Eta Module 43807,Modular design for flexibility,2623-09-17,2625-09-17
43808,Theta Part 43808,High performance part,2623-09-22,2625-09-22
43809,Iota Accessory 43809,Accessory for multiple uses,2623-09-27,2625-09-27
43810,Kappa Unit 43810,Unit for industrial applications,2623-10-02,2625-10-02
43811,Lambda Widget 43811,Next-gen widget,2623-10-07,2625-10-07
43812,Mu Gadget 43812,Smart gadget for home,2623-10-12,2625-10-12
43813,Nu Tool 43813,Ergonomic tool,2623-10-17,2625-10-17
43814,Xi Device 43814,Energy efficient device,2623-10-22,2625-10-22
43815,Omicron Gear 43815,Heavy-duty gear,2623-10-27,2625-10-27
43816,Pi Component 43816,Component for electronics,2623-11-01,2625-11-01
43817,Rho Module 43817,Module for automation,2623-11-06,2625-11-06
43818,Sigma Part 43818,Precision part,2623-11-11,2625-11-11
43819,Tau Accessory 43819,Accessory for gadgets,2623-11-16,2625-11-16
43820,Upsilon Unit 43820,Unit for assembly lines,2623-11-21,2625-11-21
43821,Alpha Widget 43821,High quality widget,2623-11-26,2625-11-26
43822,Beta Gadget 43822,Advanced gadget for daily use,2623-12-01,2625-12-01
43823,Gamma Tool 43823,Durable tool for professionals,2623-12-06,2625-12-06
43824,Delta Device 43824,Compact and efficient device,2623-12-11,2625-12-11
43825,Epsilon Gear 43825,Precision engineered gear,2623-12-16,2625-12-16
43826,Zeta Component 43826,Essential component for machines,2623-12-21,2625-12-21
43827,Eta Module 43827,Modular design for flexibility,2623-12-26,2625-12-26
43828,Theta Part 43828,High performance part,2623-12-31,2625-12-31
43829,Iota Accessory 43829,Accessory for multiple uses,2624-01-05,2626-01-05
43830,Kappa Unit 43830,Unit for industrial applications,2624-01-10,2626-01-10
43831,Lambda Widget 43831,Next-gen widget,2624-01-15,2626-01-15
43832,Mu Gadget 43832,Smart gadget for home,2624-01-20,2626-01-20
43833,Nu Tool 43833,Ergonomic tool,2624-01-25,2626-01-25
43834,Xi Device 43834,Energy efficient device,2624-01-30,2626-01-30
43835,Omicron Gear 43835,Heavy-duty gear,2624-02-04,2626-02-04
43836,Pi Component 43836,Component for electronics,2624-02-09,2626-02-09
43837,Rho Module 43837,Module for automation,2624-02-14,2626-02-14
43838,Sigma Part 43838,Precision part,2624-02-19,2626-02-19
43839,Tau Accessory 43839,Accessory for gadgets,2624-02-24,2626-02-24
43840,Upsilon Unit 43840,Unit for assembly lines,2624-02-29,2626-02-28
43841,Alpha Widget 43841,High quality widget,2624-03-05,2626-03-05
43842,Beta Gadget 43842,Advanced gadget for daily use,2624-03-10,2626-03-10
43843,Gamma Tool 43843,Durable tool for professionals,2624-03-15,2626-03-15
43844,Delta Device 43844,Compact and efficient device,2624-03-20,2626-03-20
43845,Epsilon Gear 43845,Precision engineered gear,2624-03-25,2626-03-25
43846,Zeta Component 43846,Essential component for machines,2624-03-30,2626-03-30
43847,Eta Module 43847,Modular design for flexibility,2624-04-04,2626-04-04
43848,Theta Part 43848,High performance part,2624-04-09,2626-04-09
43849,Iota Accessory 43849,Accessory for multiple uses,2624-04-14,2626-04-14
43850,Kappa Unit 43850,Unit for industrial applications,2624-04-19,2626-04-19
43851,Lambda Widget 43851,Next-gen widget,2624-04-24,2626-04-24
43852,Mu Gadget 43852,Smart gadget for home,2624-04-29,2626-04-29
43853,Nu Tool 43853,Ergonomic tool,2624-05-04,2626-05-04
43854,Xi Device 43854,Energy efficient device,2624-05-09,2626-05-09
43855,Omicron Gear 43855,Heavy-duty gear,2624-05-14,2626-05-14
43856,Pi Component 43856,Component for electronics,2624-05-19,2626-05-19
43857,Rho Module 43857,Module for automation,2624-05-24,2626-05-24
43858,Sigma Part 43858,Precision part,2624-05-29,2626-05-29
43859,Tau Accessory 43859,Accessory for gadgets,2624-06-03,2626-06-03
43860,Upsilon Unit 43860,Unit for assembly lines,2624-06-08,2626-06-08
43861,Alpha Widget 43861,High quality widget,2624-06-13,2626-06-13
43862,Beta Gadget 43862,Advanced gadget for daily use,2624-06-18,2626-06-18
43863,Gamma Tool 43863,Durable tool for professionals,2624-06-23,2626-06-23
43864,Delta Device 43864,Compact and efficient device,2624-06-28,2626-06-28
43865,Epsilon Gear 43865,Precision engineered gear,2624-07-03,2626-07-03
43866,Zeta Component 43866,Essential component for machines,2624-07-08,2626-07-08
43867,Eta Module 43867,Modular design for flexibility,2624-07-13,2626-07-13
43868,Theta Part 43868,High performance part,2624-07-18,2626-07-18
43869,Iota Accessory 43869,Accessory for multiple uses,2624-07-23,2626-07-23
43870,Kappa Unit 43870,Unit for industrial applications,2624-07-28,2626-07-28
43871,Lambda Widget 43871,Next-gen widget,2624-08-02,2626-08-02
43872,Mu Gadget 43872,Smart gadget for home,2624-08-07,2626-08-07
43873,Nu Tool 43873,Ergonomic tool,2624-08-12,2626-08-12
43874,Xi Device 43874,Energy efficient device,2624-08-17,2626-08-17
43875,Omicron Gear 43875,Heavy-duty gear,2624-08-22,2626-08-22
43876,Pi Component 43876,Component for electronics,2624-08-27,2626-08-27
43877,Rho Module 43877,Module for automation,2624-09-01,2626-09-01
43878,Sigma Part 43878,Precision part,2624-09-06,2626-09-06
43879,Tau Accessory 43879,Accessory for gadgets,2624-09-11,2626-09-11
43880,Upsilon Unit 43880,Unit for assembly lines,2624-09-16,2626-09-16
43881,Alpha Widget 43881,High quality widget,2624-09-21,2626-09-21
43882,Beta Gadget 43882,Advanced gadget for daily use,2624-09-26,2626-09-26
43883,Gamma Tool 43883,Durable tool for professionals,2624-10-01,2626-10-01
43884,Delta Device 43884,Compact and efficient device,2624-10-06,2626-10-06
43885,Epsilon Gear 43885,Precision engineered gear,2624-10-11,2626-10-11
43886,Zeta Component 43886,Essential component for machines,2624-10-16,2626-10-16
43887,Eta Module 43887,Modular design for flexibility,2624-10-21,2626-10-21
43888,Theta Part 43888,High performance part,2624-10-26,2626-10-26
43889,Iota Accessory 43889,Accessory for multiple uses,2624-10-31,2626-10-31
43890,Kappa Unit 43890,Unit for industrial applications,2624-11-05,2626-11-05
43891,Lambda Widget 43891,Next-gen widget,2624-11-10,2626-11-10
43892,Mu Gadget 43892,Smart gadget for home,2624-11-15,2626-11-15
43893,Nu Tool 43893,Ergonomic tool,2624-11-20,2626-11-20
43894,Xi Device 43894,Energy efficient device,2624-11-25,2626-11-25
43895,Omicron Gear 43895,Heavy-duty gear,2624-11-30,2626-11-30
43896,Pi Component 43896,Component for electronics,2624-12-05,2626-12-05
43897,Rho Module 43897,Module for automation,2624-12-10,2626-12-10
43898,Sigma Part 43898,Precision part,2624-12-15,2626-12-15
43899,Tau Accessory 43899,Accessory for gadgets,2624-12-20,2626-12-20
43900,Upsilon Unit 43900,Unit for assembly lines,2624-12-25,2626-12-25
43901,Alpha Widget 43901,High quality widget,2624-12-30,2626-12-30
43902,Beta Gadget 43902,Advanced gadget for daily use,2625-01-04,2627-01-04
43903,Gamma Tool 43903,Durable tool for professionals,2625-01-09,2627-01-09
43904,Delta Device 43904,Compact and efficient device,2625-01-14,2627-01-14
43905,Epsilon Gear 43905,Precision engineered gear,2625-01-19,2627-01-19
43906,Zeta Component 43906,Essential component for machines,2625-01-24,2627-01-24
43907,Eta Module 43907,Modular design for flexibility,2625-01-29,2627-01-29
43908,Theta Part 43908,High performance part,2625-02-03,2627-02-03
43909,Iota Accessory 43909,Accessory for multiple uses,2625-02-08,2627-02-08
43910,Kappa Unit 43910,Unit for industrial applications,2625-02-13,2627-02-13
43911,Lambda Widget 43911,Next-gen widget,2625-02-18,2627-02-18
43912,Mu Gadget 43912,Smart gadget for home,2625-02-23,2627-02-23
43913,Nu Tool 43913,Ergonomic tool,2625-02-28,2627-02-28
43914,Xi Device 43914,Energy efficient device,2625-03-05,2627-03-05
43915,Omicron Gear 43915,Heavy-duty gear,2625-03-10,2627-03-10
43916,Pi Component 43916,Component for electronics,2625-03-15,2627-03-15
43917,Rho Module 43917,Module for automation,2625-03-20,2627-03-20
43918,Sigma Part 43918,Precision part,2625-03-25,2627-03-25
43919,Tau Accessory 43919,Accessory for gadgets,2625-03-30,2627-03-30
43920,Upsilon Unit 43920,Unit for assembly lines,2625-04-04,2627-04-04
43921,Alpha Widget 43921,High quality widget,2625-04-09,2627-04-09
43922,Beta Gadget 43922,Advanced gadget for daily use,2625-04-14,2627-04-14
43923,Gamma Tool 43923,Durable tool for professionals,2625-04-19,2627-04-19
43924,Delta Device 43924,Compact and efficient device,2625-04-24,2627-04-24
43925,Epsilon Gear 43925,Precision engineered gear,2625-04-29,2627-04-29
43926,Zeta Component 43926,Essential component for machines,2625-05-04,2627-05-04
43927,Eta Module 43927,Modular design for flexibility,2625-05-09,2627-05-09
43928,Theta Part 43928,High performance part,2625-05-14,2627-05-14
43929,Iota Accessory 43929,Accessory for multiple uses,2625-05-19,2627-05-19
43930,Kappa Unit 43930,Unit for industrial applications,2625-05-24,2627-05-24
43931,Lambda Widget 43931,Next-gen widget,2625-05-29,2627-05-29
43932,Mu Gadget 43932,Smart gadget for home,2625-06-03,2627-06-03
43933,Nu Tool 43933,Ergonomic tool,2625-06-08,2627-06-08
43934,Xi Device 43934,Energy efficient device,2625-06-13,2627-06-13
43935,Omicron Gear 43935,Heavy-duty gear,2625-06-18,2627-06-18
43936,Pi Component 43936,Component for electronics,2625-06-23,2627-06-23
43937,Rho Module 43937,Module for automation,2625-06-28,2627-06-28
43938,Sigma Part 43938,Precision part,2625-07-03,2627-07-03
43939,Tau Accessory 43939,Accessory for gadgets,2625-07-08,2627-07-08
43940,Upsilon Unit 43940,Unit for assembly lines,2625-07-13,2627-07-13
43941,Alpha Widget 43941,High quality widget,2625-07-18,2627-07-18
43942,Beta Gadget 43942,Advanced gadget for daily use,2625-07-23,2627-07-23
43943,Gamma Tool 43943,Durable tool for professionals,2625-07-28,2627-07-28
43944,Delta Device 43944,Compact and efficient device,2625-08-02,2627-08-02
43945,Epsilon Gear 43945,Precision engineered gear,2625-08-07,2627-08-07
43946,Zeta Component 43946,Essential component for machines,2625-08-12,2627-08-12
43947,Eta Module 43947,Modular design for flexibility,2625-08-17,2627-08-17
43948,Theta Part 43948,High performance part,2625-08-22,2627-08-22
43949,Iota Accessory 43949,Accessory for multiple uses,2625-08-27,2627-08-27
43950,Kappa Unit 43950,Unit for industrial applications,2625-09-01,2627-09-01
43951,Lambda Widget 43951,Next-gen widget,2625-09-06,2627-09-06
43952,Mu Gadget 43952,Smart gadget for home,2625-09-11,2627-09-11
43953,Nu Tool 43953,Ergonomic tool,2625-09-16,2627-09-16
43954,Xi Device 43954,Energy efficient device,2625-09-21,2627-09-21
43955,Omicron Gear 43955,Heavy-duty gear,2625-09-26,2627-09-26
43956,Pi Component 43956,Component for electronics,2625-10-01,2627-10-01
43957,Rho Module 43957,Module for automation,2625-10-06,2627-10-06
43958,Sigma Part 43958,Precision part,2625-10-11,2627-10-11
43959,Tau Accessory 43959,Accessory for gadgets,2625-10-16,2627-10-16
43960,Upsilon Unit 43960,Unit for assembly lines,2625-10-21,2627-10-21
43961,Alpha Widget 43961,High quality widget,2625-10-26,2627-10-26
43962,Beta Gadget 43962,Advanced gadget for daily use,2625-10-31,2627-10-31
43963,Gamma Tool 43963,Durable tool for professionals,2625-11-05,2627-11-05
43964,Delta Device 43964,Compact and efficient device,2625-11-10,2627-11-10
43965,Epsilon Gear 43965,Precision engineered gear,2625-11-15,2627-11-15
43966,Zeta Component 43966,Essential component for machines,2625-11-20,2627-11-20
43967,Eta Module 43967,Modular design for flexibility,2625-11-25,2627-11-25
43968,Theta Part 43968,High performance part,2625-11-30,2627-11-30
43969,Iota Accessory 43969,Accessory for multiple uses,2625-12-05,2627-12-05
43970,Kappa Unit 43970,Unit for industrial applications,2625-12-10,2627-12-10
43971,Lambda Widget 43971,Next-gen widget,2625-12-15,2627-12-15
43972,Mu Gadget 43972,Smart gadget for home,2625-12-20,2627-12-20
43973,Nu Tool 43973,Ergonomic tool,2625-12-25,2627-12-25
43974,Xi Device 43974,Energy efficient device,2625-12-30,2627-12-30
43975,Omicron Gear 43975,Heavy-duty gear,2626-01-04,2628-01-04
43976,Pi Component 43976,Component for electronics,2626-01-09,2628-01-09
43977,Rho Module 43977,Module for automation,2626-01-14,2628-01-14
43978,Sigma Part 43978,Precision part,2626-01-19,2628-01-19
43979,Tau Accessory 43979,Accessory for gadgets,2626-01-24,2628-01-24
43980,Upsilon Unit 43980,Unit for assembly lines,2626-01-29,2628-01-29
43981,Alpha Widget 43981,High quality widget,2626-02-03,2628-02-03
43982,Beta Gadget 43982,Advanced gadget for daily use,2626-02-08,2628-02-08
43983,Gamma Tool 43983,Durable tool for professionals,2626-02-13,2628-02-13
43984,Delta Device 43984,Compact and efficient device,2626-02-18,2628-02-18
43985,Epsilon Gear 43985,Precision engineered gear,2626-02-23,2628-02-23
43986,Zeta Component 43986,Essential component for machines,2626-02-28,2628-02-28
43987,Eta Module 43987,Modular design for flexibility,2626-03-05,2628-03-05
43988,Theta Part 43988,High performance part,2626-03-10,2628-03-10
43989,Iota Accessory 43989,Accessory for multiple uses,2626-03-15,2628-03-15
43990,Kappa Unit 43990,Unit for industrial applications,2626-03-20,2628-03-20
43991,Lambda Widget 43991,Next-gen widget,2626-03-25,2628-03-25
43992,Mu Gadget 43992,Smart gadget for home,2626-03-30,2628-03-30
43993,Nu Tool 43993,Ergonomic tool,2626-04-04,2628-04-04
43994,Xi Device 43994,Energy efficient device,2626-04-09,2628-04-09
43995,Omicron Gear 43995,Heavy-duty gear,2626-04-14,2628-04-14
43996,Pi Component 43996,Component for electronics,2626-04-19,2628-04-19
43997,Rho Module 43997,Module for automation,2626-04-24,2628-04-24
43998,Sigma Part 43998,Precision part,2626-04-29,2628-04-29
43999,Tau Accessory 43999,Accessory for gadgets,2626-05-04,2628-05-04
44000,Upsilon Unit 44000,Unit for assembly lines,2626-05-09,2628-05-09
44001,Alpha Widget 44001,High quality widget,2626-05-14,2628-05-14
44002,Beta Gadget 44002,Advanced gadget for daily use,2626-05-19,2628-05-19
44003,Gamma Tool 44003,Durable tool for professionals,2626-05-24,2628-05-24
44004,Delta Device 44004,Compact and efficient device,2626-05-29,2628-05-29
44005,Epsilon Gear 44005,Precision engineered gear,2626-06-03,2628-06-03
44006,Zeta Component 44006,Essential component for machines,2626-06-08,2628-06-08
44007,Eta Module 44007,Modular design for flexibility,2626-06-13,2628-06-13
44008,Theta Part 44008,High performance part,2626-06-18,2628-06-18
44009,Iota Accessory 44009,Accessory for multiple uses,2626-06-23,2628-06-23
44010,Kappa Unit 44010,Unit for industrial applications,2626-06-28,2628-06-28
44011,Lambda Widget 44011,Next-gen widget,2626-07-03,2628-07-03
44012,Mu Gadget 44012,Smart gadget for home,2626-07-08,2628-07-08
44013,Nu Tool 44013,Ergonomic tool,2626-07-13,2628-07-13
44014,Xi Device 44014,Energy efficient device,2626-07-18,2628-07-18
44015,Omicron Gear 44015,Heavy-duty gear,2626-07-23,2628-07-23
44016,Pi Component 44016,Component for electronics,2626-07-28,2628-07-28
44017,Rho Module 44017,Module for automation,2626-08-02,2628-08-02
44018,Sigma Part 44018,Precision part,2626-08-07,2628-08-07
44019,Tau Accessory 44019,Accessory for gadgets,2626-08-12,2628-08-12
44020,Upsilon Unit 44020,Unit for assembly lines,2626-08-17,2628-08-17
44021,Alpha Widget 44021,High quality widget,2626-08-22,2628-08-22
44022,Beta Gadget 44022,Advanced gadget for daily use,2626-08-27,2628-08-27
44023,Gamma Tool 44023,Durable tool for professionals,2626-09-01,2628-09-01
44024,Delta Device 44024,Compact and efficient device,2626-09-06,2628-09-06
44025,Epsilon Gear 44025,Precision engineered gear,2626-09-11,2628-09-11
44026,Zeta Component 44026,Essential component for machines,2626-09-16,2628-09-16
44027,Eta Module 44027,Modular design for flexibility,2626-09-21,2628-09-21
44028,Theta Part 44028,High performance part,2626-09-26,2628-09-26
44029,Iota Accessory 44029,Accessory for multiple uses,2626-10-01,2628-10-01
44030,Kappa Unit 44030,Unit for industrial applications,2626-10-06,2628-10-06
44031,Lambda Widget 44031,Next-gen widget,2626-10-11,2628-10-11
44032,Mu Gadget 44032,Smart gadget for home,2626-10-16,2628-10-16
44033,Nu Tool 44033,Ergonomic tool,2626-10-21,2628-10-21
44034,Xi Device 44034,Energy efficient device,2626-10-26,2628-10-26
44035,Omicron Gear 44035,Heavy-duty gear,2626-10-31,2628-10-31
44036,Pi Component 44036,Component for electronics,2626-11-05,2628-11-05
44037,Rho Module 44037,Module for automation,2626-11-10,2628-11-10
44038,Sigma Part 44038,Precision part,2626-11-15,2628-11-15
44039,Tau Accessory 44039,Accessory for gadgets,2626-11-20,2628-11-20
44040,Upsilon Unit 44040,Unit for assembly lines,2626-11-25,2628-11-25
44041,Alpha Widget 44041,High quality widget,2626-11-30,2628-11-30
44042,Beta Gadget 44042,Advanced gadget for daily use,2626-12-05,2628-12-05
44043,Gamma Tool 44043,Durable tool for professionals,2626-12-10,2628-12-10
44044,Delta Device 44044,Compact and efficient device,2626-12-15,2628-12-15
44045,Epsilon Gear 44045,Precision engineered gear,2626-12-20,2628-12-20
44046,Zeta Component 44046,Essential component for machines,2626-12-25,2628-12-25
44047,Eta Module 44047,Modular design for flexibility,2626-12-30,2628-12-30
44048,Theta Part 44048,High performance part,2627-01-04,2629-01-04
44049,Iota Accessory 44049,Accessory for multiple uses,2627-01-09,2629-01-09
44050,Kappa Unit 44050,Unit for industrial applications,2627-01-14,2629-01-14
44051,Lambda Widget 44051,Next-gen widget,2627-01-19,2629-01-19
44052,Mu Gadget 44052,Smart gadget for home,2627-01-24,2629-01-24
44053,Nu Tool 44053,Ergonomic tool,2627-01-29,2629-01-29
44054,Xi Device 44054,Energy efficient device,2627-02-03,2629-02-03
44055,Omicron Gear 44055,Heavy-duty gear,2627-02-08,2629-02-08
44056,Pi Component 44056,Component for electronics,2627-02-13,2629-02-13
44057,Rho Module 44057,Module for automation,2627-02-18,2629-02-18
44058,Sigma Part 44058,Precision part,2627-02-23,2629-02-23
44059,Tau Accessory 44059,Accessory for gadgets,2627-02-28,2629-02-28
44060,Upsilon Unit 44060,Unit for assembly lines,2627-03-05,2629-03-05
44061,Alpha Widget 44061,High quality widget,2627-03-10,2629-03-10
44062,Beta Gadget 44062,Advanced gadget for daily use,2627-03-15,2629-03-15
44063,Gamma Tool 44063,Durable tool for professionals,2627-03-20,2629-03-20
44064,Delta Device 44064,Compact and efficient device,2627-03-25,2629-03-25
44065,Epsilon Gear 44065,Precision engineered gear,2627-03-30,2629-03-30
44066,Zeta Component 44066,Essential component for machines,2627-04-04,2629-04-04
44067,Eta Module 44067,Modular design for flexibility,2627-04-09,2629-04-09
44068,Theta Part 44068,High performance part,2627-04-14,2629-04-14
44069,Iota Accessory 44069,Accessory for multiple uses,2627-04-19,2629-04-19
44070,Kappa Unit 44070,Unit for industrial applications,2627-04-24,2629-04-24
44071,Lambda Widget 44071,Next-gen widget,2627-04-29,2629-04-29
44072,Mu Gadget 44072,Smart gadget for home,2627-05-04,2629-05-04
44073,Nu Tool 44073,Ergonomic tool,2627-05-09,2629-05-09
44074,Xi Device 44074,Energy efficient device,2627-05-14,2629-05-14
44075,Omicron Gear 44075,Heavy-duty gear,2627-05-19,2629-05-19
44076,Pi Component 44076,Component for electronics,2627-05-24,2629-05-24
44077,Rho Module 44077,Module for automation,2627-05-29,2629-05-29
44078,Sigma Part 44078,Precision part,2627-06-03,2629-06-03
44079,Tau Accessory 44079,Accessory for gadgets,2627-06-08,2629-06-08
44080,Upsilon Unit 44080,Unit for assembly lines,2627-06-13,2629-06-13
44081,Alpha Widget 44081,High quality widget,2627-06-18,2629-06-18
44082,Beta Gadget 44082,Advanced gadget for daily use,2627-06-23,2629-06-23
44083,Gamma Tool 44083,Durable tool for professionals,2627-06-28,2629-06-28
44084,Delta Device 44084,Compact and efficient device,2627-07-03,2629-07-03
44085,Epsilon Gear 44085,Precision engineered gear,2627-07-08,2629-07-08
44086,Zeta Component 44086,Essential component for machines,2627-07-13,2629-07-13
44087,Eta Module 44087,Modular design for flexibility,2627-07-18,2629-07-18
44088,Theta Part 44088,High performance part,2627-07-23,2629-07-23
44089,Iota Accessory 44089,Accessory for multiple uses,2627-07-28,2629-07-28
44090,Kappa Unit 44090,Unit for industrial applications,2627-08-02,2629-08-02
44091,Lambda Widget 44091,Next-gen widget,2627-08-07,2629-08-07
44092,Mu Gadget 44092,Smart gadget for home,2627-08-12,2629-08-12
44093,Nu Tool 44093,Ergonomic tool,2627-08-17,2629-08-17
44094,Xi Device 44094,Energy efficient device,2627-08-22,2629-08-22
44095,Omicron Gear 44095,Heavy-duty gear,2627-08-27,2629-08-27
44096,Pi Component 44096,Component for electronics,2627-09-01,2629-09-01
44097,Rho Module 44097,Module for automation,2627-09-06,2629-09-06
44098,Sigma Part 44098,Precision part,2627-09-11,2629-09-11
44099,Tau Accessory 44099,Accessory for gadgets,2627-09-16,2629-09-16
44100,Upsilon Unit 44100,Unit for assembly lines,2627-09-21,2629-09-21
44101,Alpha Widget 44101,High quality widget,2627-09-26,2629-09-26
44102,Beta Gadget 44102,Advanced gadget for daily use,2627-10-01,2629-10-01
